0	 0
2	 0
4	 0
6	 0
8	 0
10	 0
12	 0
14	 0
16	 0
18	 0
20	 0
22	 0
24	 0
26	 0
28	 0
30	 0
32	 0
34	 0
36	 0
38	 0
40	 0
42	 0
44	 0
46	 0
48	 0
50	 0
52	 0
54	 0
56	 0
58	 0
60	 0
62	 0
64	 0
66	 0
68	 0
70	 0
72	 0
74	 0
76	 0
78	 0
80	 0
82	||||||| 7
84	 0
86	|||||||||||||||||||||||||||||||||||||||||||||||||||||| 54
88	 0
90	 0
92	|||||||||||||||||||||||||||||||||||||||||||||||||||| 52
94	 0
96	|||||||||||||||||||||||||||||| 30
98	 0
peek: 54
var: 5158
0	|||||||||||||||||| 18
2	 0
4	|||||||||||||||||||||||||||||||||||| 36
6	 0
8	||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| 61
10	 0
12	||||||||||||||||||||||||||||||||| 33
14	 0
16	|||||||||||||||||||| 20
18	||||||||||||||||||||||||||||||||| 33
20	 0
22	||||||||||||||||||| 19
24	 0
26	||||||||||||| 13
28	 0
30	|||||||||||| 12
32	 0
34	||||||||| 9
36	 0
38	||| 3
40	 0
42	| 1
44	 0
46	 0
48	 0
50	| 1
52	 0
54	| 1
56	 0
58	 0
60	 0
62	 0
64	 0
66	 0
68	 0
70	 0
72	 0
74	 0
76	 0
78	 0
80	 0
82	 0
84	 0
86	 0
88	 0
90	 0
92	 0
94	 0
96	 0
98	 0
peek: 61
var: 20683
0	 0
2	 0
4	 0
6	 0
8	 0
10	 0
12	 0
14	 0
16	||||||| 7
18	|||||||||||||||||||||||||||||| 30
20	 0
22	||||||||||||||||||||||||||||| 29
24	 0
26	||||||||||||||||||||| 21
28	 0
30	|||||||||||||||||||||||| 24
32	 0
34	|||||||||||||||||||||||||||||||||||||||||||||||||||| 52
36	 0
38	||||||||||||||||||||||||||||||||||||||||| 41
40	 0
42	||||||||||||||| 15
44	 0
46	|||||||||| 10
48	 0
50	|||||||||||| 12
52	 0
54	|||||||||| 10
56	 0
58	||||||| 7
60	 0
62	|||| 4
64	 0
66	 0
68	||| 3
70	 0
72	||||| 5
74	 0
76	 0
78	 0
80	 0
82	 0
84	 0
86	 0
88	 0
90	 0
92	 0
94	 0
96	 0
98	 0
peek: 52
var: 24652
0	 0
2	 0
4	 0
6	 0
8	 0
10	 0
12	 0
14	 0
16	 0
18	 0
20	 0
22	 0
24	 0
26	 0
28	 0
30	 0
32	 0
34	 0
36	 0
38	 0
40	 0
42	 0
44	 0
46	 0
48	 0
50	|| 2
52	 0
54	|||||| 6
56	 0
58	||||||||||| 11
60	 0
62	||||||||||||||||||||||||||||||||||||||||| 41
64	 0
66	||||||||||||||||||||||||||||||||||||||||||| 43
68	 0
70	|||||||||||||||| 16
72	 0
74	||||||||||||||| 15
76	 0
78	||||||||||||||||||||||||||||| 29
80	 0
82	|||||||||||||||||||||| 22
84	 0
86	|||||||||||| 12
88	 0
90	|||||| 6
92	 0
94	||||||||| 9
96	 0
98	 0
peek: 43
var: 21940
0	 0
2	 0
4	 0
6	 0
8	 0
10	 0
12	 0
14	 0
16	 0
18	 0
20	 0
22	 0
24	 0
26	 0
28	 0
30	 0
32	 0
34	 0
36	 0
38	 0
40	 0
42	 0
44	 0
46	 0
48	 0
50	|| 2
52	 0
54	|||||| 6
56	 0
58	||||||||||| 11
60	 0
62	||||||||||||||||||||||||||||||||||||||||| 41
64	 0
66	||||||||||||||||||||||||||||||||||||||||||| 43
68	 0
70	|||||||||||||||| 16
72	 0
74	||||||||||||||| 15
76	 0
78	||||||||||||||||||||||||||||| 29
80	 0
82	|||||||||||||||||||||| 22
